airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,class,price
SpiceJet,2019-04-27,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,Economy,4957
Jet Airways,2019-05-09,Delhi,Cochin,20:55:00,04:25:00,450,1.0,No Info,Economy,15554
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,In-flight meal not included,Economy,9663
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,No Info,Economy,14151
IndiGo,2019-06-06,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,Economy,5601
Multiple carriers,2019-05-15,Delhi,Cochin,06:40:00,19:15:00,755,1.0,No Info,Economy,7787
Air India,2019-03-21,Banglore,New Delhi,11:50:00,23:55:00,725,1.0,No Info,Economy,5092
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,In-flight meal not included,Economy,10844
Multiple carriers,2019-03-09,Delhi,Cochin,17:50:00,01:35:00,465,2.0,No Info,Economy,23583
Air India,2019-05-12,Kolkata,Banglore,12:00:00,18:30:00,1830,2.0,No Info,Economy,10676
SpiceJet,2019-06-06,Kolkata,Banglore,11:15:00,18:30:00,435,1.0,No Info,Economy,10156
Air Asia,2019-03-06,Delhi,Cochin,16:45:00,07:10:00,865,1.0,No Info,Economy,8627
Air Asia,2019-05-21,Kolkata,Banglore,09:45:00,12:15:00,150,0.0,No Info,Economy,4409
Multiple carriers,2019-05-18,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No Info,Economy,9646
Jet Airways,2019-03-12,Banglore,New Delhi,21:25:00,12:25:00,900,1.0,No Info,Economy,13817
Air India,2019-05-09,Delhi,Cochin,13:20:00,07:40:00,1100,2.0,No Info,Economy,13538
Air India,2019-05-09,Kolkata,Banglore,12:00:00,07:55:00,1195,2.0,No Info,Economy,9416
Jet Airways,2019-04-27,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,Economy,7229
Air India,2019-05-01,Kolkata,Banglore,10:00:00,23:15:00,795,1.0,No Info,Economy,10203
IndiGo,2019-05-21,Delhi,Cochin,16:10:00,00:55:00,525,1.0,No Info,Economy,6778
IndiGo,2019-06-15,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,Economy,2754
Air India,2019-05-01,Kolkata,Banglore,05:50:00,20:25:00,875,2.0,No Info,Economy,10991
Vistara,2019-05-27,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,Economy,4668
SpiceJet,2019-06-03,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,Economy,5726
Air India,2019-06-12,Kolkata,Banglore,09:50:00,23:15:00,805,2.0,No Info,Economy,14960
Air India,2019-05-21,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No Info,Economy,7480
Air Asia,2019-05-21,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,Economy,4107
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,No Info,Economy,11467
IndiGo,2019-04-27,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,Economy,5796
Jet Airways,2019-06-06,Delhi,Cochin,02:15:00,19:00:00,1005,1.0,In-flight meal not included,Economy,10262
Air India,2019-06-27,Delhi,Cochin,05:15:00,07:40:00,1585,3.0,No Info,Economy,11543
IndiGo,2019-04-24,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No Info,Economy,5298
Air Asia,2019-04-27,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No Info,Economy,6451
Air India,2019-06-09,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,Economy,6245
Jet Airways,2019-03-27,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,Economy,2071
IndiGo,2019-05-15,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,Economy,4804
Multiple carriers,2019-06-27,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,Economy,7005
Jet Airways,2019-03-18,Banglore,New Delhi,05:45:00,12:25:00,400,1.0,No Info,Economy,12284
Air India,2019-05-09,Kolkata,Banglore,07:00:00,20:25:00,805,1.0,No Info,Economy,10203
IndiGo,2019-05-27,Delhi,Cochin,14:20:00,22:30:00,490,1.0,No Info,Economy,6938
Multiple carriers,2019-06-12,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,Economy,13377
Multiple carriers,2019-06-01,Delhi,Cochin,09:15:00,19:15:00,600,1.0,No Info,Economy,9779
Air India,2019-05-15,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,Economy,4667
Jet Airways,2019-04-03,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,Economy,4544
Jet Airways,2019-06-27,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No Info,Economy,16079
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,19:50:00,1640,1.0,In-flight meal not included,Economy,7064
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,Economy,15554
SpiceJet,2019-05-18,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No check-in baggage included,Economy,3543
Air India,2019-04-18,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,Economy,6121
IndiGo,2019-03-27,Delhi,Cochin,08:25:00,15:30:00,425,1.0,No Info,Economy,8075
Multiple carriers,2019-06-03,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No Info,Economy,13377
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,No Info,Economy,14571
SpiceJet,2019-04-24,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,Economy,3919
Jet Airways,2019-03-24,Kolkata,Banglore,18:55:00,04:45:00,590,1.0,No Info,Economy,14231
IndiGo,2019-03-15,Mumbai,Hyderabad,19:05:00,20:30:00,85,0.0,No Info,Economy,2754
Air India,2019-05-21,Delhi,Cochin,17:40:00,23:00:00,320,1.0,No Info,Economy,8067
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,22:40:00,930,1.0,No Info,Economy,8452
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,11:25:00,1280,1.0,No Info,Economy,15025
Jet Airways,2019-03-01,Banglore,New Delhi,08:55:00,16:10:00,435,1.0,No Info,Economy,26890
Jet Airways,2019-03-06,Delhi,Cochin,13:00:00,18:50:00,350,1.0,In-flight meal not included,Economy,15103
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,04:40:00,875,1.0,In-flight meal not included,Economy,8586
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,16:20:00,475,1.0,In-flight meal not included,Economy,10844
Jet Airways,2019-05-21,Delhi,Cochin,21:50:00,04:25:00,395,1.0,In-flight meal not included,Economy,12898
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,08:15:00,1545,1.0,In-flight meal not included,Economy,8586
Multiple carriers,2019-06-09,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No Info,Economy,11622
Air India,2019-05-06,Delhi,Cochin,12:20:00,19:15:00,1855,2.0,No Info,Economy,13538
Jet Airways,2019-06-01,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,Economy,13014
Jet Airways,2019-05-09,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,No Info,Economy,13941
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,10:55:00,1520,1.0,No Info,Economy,14151
Multiple carriers,2019-03-21,Delhi,Cochin,17:30:00,01:35:00,485,1.0,No Info,Economy,13542
IndiGo,2019-03-21,Delhi,Cochin,06:40:00,22:20:00,940,1.0,No Info,Economy,6558
Air Asia,2019-05-18,Kolkata,Banglore,07:35:00,19:25:00,710,1.0,No Info,Economy,5192
Vistara,2019-06-01,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,Economy,4878
Jet Airways,2019-05-27,Delhi,Cochin,15:00:00,12:35:00,1295,1.0,In-flight meal not included,Economy,12898
Air India,2019-06-09,Delhi,Cochin,17:40:00,23:00:00,320,1.0,No Info,Economy,7384
GoAir,2019-05-03,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,Economy,3898
Air Asia,2019-05-06,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,Economy,3383
IndiGo,2019-06-24,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,Economy,6093
Multiple carriers,2019-06-12,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,Economy,12192
Multiple carriers,2019-06-12,Delhi,Cochin,12:50:00,01:30:00,760,1.0,No Info,Economy,6795
Jet Airways,2019-03-18,Banglore,New Delhi,07:00:00,07:40:00,1480,1.0,No Info,Economy,11455
IndiGo,2019-06-01,Chennai,Kolkata,15:40:00,18:25:00,165,0.0,No Info,Economy,3540
Multiple carriers,2019-05-27,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,Economy,15898
Multiple carriers,2019-06-03,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No Info,Economy,9718
GoAir,2019-05-15,Kolkata,Banglore,16:40:00,00:15:00,455,1.0,No Info,Economy,7831
IndiGo,2019-06-03,Delhi,Cochin,08:30:00,21:00:00,750,1.0,No Info,Economy,6416
Vistara,2019-03-27,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,Economy,3739
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,23:25:00,975,1.0,No Info,Economy,8085
IndiGo,2019-05-03,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,Economy,4823
Jet Airways,2019-06-09,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No Info,Economy,13376
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,10:45:00,865,1.0,No Info,Economy,8452
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,22:35:00,1595,1.0,In-flight meal not included,Economy,10844
Vistara,2019-03-27,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No Info,Economy,4851
Multiple carriers,2019-06-15,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,Economy,6795
IndiGo,2019-05-18,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,Economy,4823
Jet Airways,2019-06-09,Delhi,Cochin,20:55:00,04:25:00,450,1.0,In-flight meal not included,Economy,10577
Jet Airways,2019-03-27,Delhi,Cochin,20:50:00,19:45:00,1375,1.0,No Info,Economy,12032
Air Asia,2019-06-01,Delhi,Cochin,07:55:00,13:25:00,330,1.0,No Info,Economy,9330
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,22:55:00,355,1.0,No Info,Economy,8977
Multiple carriers,2019-06-01,Delhi,Cochin,12:50:00,21:00:00,490,1.0,No Info,Economy,7005
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,20:45:00,400,1.0,In-flight meal not included,Economy,10844
Multiple carriers,2019-06-24,Delhi,Cochin,03:50:00,12:35:00,525,1.0,No Info,Economy,12192
Air India,2019-03-24,Banglore,New Delhi,10:00:00,12:45:00,165,0.0,No Info,Economy,4441
Multiple carriers,2019-05-09,Delhi,Cochin,10:35:00,19:15:00,520,1.0,No Info,Economy,7575
IndiGo,2019-06-21,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,Economy,4804
SpiceJet,2019-06-06,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No Info,Economy,3597
Air India,2019-06-06,Kolkata,Banglore,17:30:00,20:25:00,1615,1.0,No Info,Economy,10413
Jet Airways,2019-06-09,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No Info,Economy,8016
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,In-flight meal not included,Economy,10844
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,09:20:00,1010,1.0,In-flight meal not included,Economy,9663
IndiGo,2019-05-18,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No Info,Economy,6069
IndiGo,2019-05-27,Delhi,Cochin,11:55:00,22:30:00,635,1.0,No Info,Economy,6442
Multiple carriers,2019-06-01,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,Economy,13587
Air India,2019-05-09,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,Economy,3100
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No Info,Economy,14781
Jet Airways,2019-05-21,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,In-flight meal not included,Economy,12898
IndiGo,2019-06-18,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,Economy,4804
SpiceJet,2019-04-15,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,Economy,4174
IndiGo,2019-05-24,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,Economy,4591
Jet Airways,2019-05-06,Kolkata,Banglore,16:30:00,19:50:00,1640,1.0,In-flight meal not included,Economy,9663
Multiple carriers,2019-05-15,Delhi,Cochin,08:45:00,19:15:00,630,1.0,No Info,Economy,8266
IndiGo,2019-05-06,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No Info,Economy,4823
Air India,2019-05-21,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,Economy,6094
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,No Info,Economy,14178
Jet Airways,2019-06-09,Delhi,Cochin,06:45:00,12:35:00,1790,2.0,No Info,Economy,13376
Air India,2019-03-24,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No Info,Economy,2575
Vistara,2019-03-06,Mumbai,Hyderabad,07:30:00,19:55:00,745,1.0,No Info,Economy,12395
IndiGo,2019-03-27,Delhi,Cochin,09:10:00,21:00:00,710,1.0,No Info,Economy,10351
Air Asia,2019-05-21,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No Info,Economy,5192
Multiple carriers,2019-05-15,Delhi,Cochin,12:50:00,21:00:00,490,1.0,No Info,Economy,7670
Air India,2019-03-18,Banglore,New Delhi,11:05:00,22:10:00,2105,2.0,No Info,Economy,11161
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,No Info,Economy,14151
IndiGo,2019-05-06,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No Info,Economy,4775
Air India,2019-03-06,Delhi,Cochin,13:05:00,09:25:00,1220,2.0,No Info,Economy,12865
Air India,2019-03-06,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,Economy,5462
SpiceJet,2019-03-09,Delhi,Cochin,06:10:00,11:20:00,310,1.0,No Info,Economy,8382
Jet Airways,2019-04-24,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,Economy,4544
Jet Airways,2019-04-01,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,Economy,4544
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,23:35:00,425,1.0,No Info,Economy,14781
SpiceJet,2019-05-27,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,Economy,5158
Jet Airways,2019-03-21,Mumbai,Hyderabad,15:50:00,17:20:00,90,0.0,No Info,Economy,5678
Jet Airways,2019-06-09,Delhi,Cochin,11:40:00,19:00:00,440,2.0,No Info,Economy,18804
IndiGo,2019-06-03,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,Economy,4049
IndiGo,2019-03-24,Kolkata,Banglore,10:10:00,12:55:00,165,0.0,No Info,Economy,6565
Jet Airways,2019-05-18,Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,Economy,12373
Air India,2019-03-18,Banglore,New Delhi,17:00:00,19:45:00,165,0.0,No Info,Economy,4441
SpiceJet,2019-05-18,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,Economy,3597
Jet Airways,2019-06-18,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,Economy,5678
Air India,2019-03-09,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,Economy,10660
Jet Airways,2019-04-21,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,Economy,4544
IndiGo,2019-05-24,Banglore,Delhi,08:30:00,11:20:00,170,0.0,No Info,Economy,4823
Air India,2019-05-09,Kolkata,Banglore,14:30:00,23:15:00,525,2.0,No Info,Economy,14214
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,16:20:00,475,1.0,No Info,Economy,14781
Multiple carriers,2019-03-01,Delhi,Cochin,19:00:00,01:35:00,395,1.0,No Info,Economy,23533
Jet Airways,2019-03-09,Delhi,Cochin,19:15:00,18:50:00,1415,1.0,In-flight meal not included,Economy,14053
Jet Airways,2019-06-27,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,In-flight meal not included,Economy,10262
IndiGo,2019-06-21,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No Info,Economy,4823
Air India,2019-05-18,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No Info,Economy,8361
Air India,2019-06-09,Delhi,Cochin,05:55:00,19:15:00,2240,2.0,No Info,Economy,10493
Multiple carriers,2019-03-03,Delhi,Cochin,07:05:00,13:20:00,375,1.0,No Info,Economy,17057
IndiGo,2019-06-12,Delhi,Cochin,11:25:00,01:30:00,845,1.0,No Info,Economy,5883
Jet Airways,2019-05-21,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,Economy,12898
Jet Airways,2019-05-21,Delhi,Cochin,02:15:00,19:00:00,1005,1.0,No Info,Economy,16079
Multiple carriers,2019-06-12,Delhi,Cochin,04:55:00,12:35:00,460,1.0,No Info,Economy,10678
Air India,2019-03-01,Banglore,New Delhi,06:45:00,11:10:00,1705,2.0,No Info,Economy,20999
IndiGo,2019-03-21,Banglore,New Delhi,19:35:00,00:35:00,300,1.0,No Info,Economy,6575
Jet Airways,2019-05-21,Delhi,Cochin,19:30:00,04:25:00,535,2.0,No Info,Economy,15129
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,18:15:00,1400,1.0,In-flight meal not included,Economy,10844
Air India,2019-03-03,Banglore,New Delhi,09:30:00,23:45:00,855,1.0,No Info,Economy,11654
IndiGo,2019-04-01,Kolkata,Banglore,08:10:00,13:00:00,290,1.0,No Info,Economy,5069
Air India,2019-04-01,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,Economy,5176
Jet Airways,2019-06-09,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,Economy,13292
IndiGo,2019-06-06,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,Economy,6386
Jet Airways,2019-05-21,Delhi,Cochin,13:25:00,19:00:00,1775,2.0,No Info,Economy,15129
Air India,2019-03-06,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,Economy,4435
IndiGo,2019-05-18,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,Economy,4591
Jet Airways,2019-03-21,Banglore,New Delhi,05:45:00,23:00:00,1035,1.0,In-flight meal not included,Economy,7832
IndiGo,2019-04-12,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,Economy,4174
Multiple carriers,2019-03-27,Delhi,Cochin,07:00:00,15:30:00,510,1.0,No Info,Economy,6148
Multiple carriers,2019-05-27,Delhi,Cochin,09:15:00,19:15:00,600,1.0,No Info,Economy,9149
Multiple carriers,2019-03-27,Delhi,Cochin,13:05:00,21:20:00,495,2.0,No Info,Economy,6128
IndiGo,2019-03-27,Delhi,Cochin,16:10:00,22:20:00,370,1.0,No Info,Economy,6412
Multiple carriers,2019-05-18,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,Economy,8073
Jet Airways,2019-06-24,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,Economy,4256
Air India,2019-05-12,Kolkata,Banglore,10:00:00,05:25:00,1165,2.0,No Info,Economy,14634
Multiple carriers,2019-05-21,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,Economy,14067
IndiGo,2019-05-06,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,Economy,4804
SpiceJet,2019-04-21,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,Economy,4911
IndiGo,2019-06-09,Delhi,Cochin,16:10:00,22:30:00,380,1.0,No Info,Economy,6412
SpiceJet,2019-06-15,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,Economy,3543
IndiGo,2019-06-06,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,Economy,3858
Air India,2019-05-15,Kolkata,Banglore,12:00:00,07:55:00,1195,2.0,No Info,Economy,9941
Jet Airways,2019-04-09,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,Economy,7229
GoAir,2019-03-03,Banglore,New Delhi,15:45:00,20:15:00,270,1.0,No Info,Economy,8352
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,22:05:00,750,1.0,No Info,Economy,14151
Multiple carriers,2019-06-06,Delhi,Cochin,17:45:00,01:30:00,465,1.0,No Info,Economy,6795
IndiGo,2019-05-03,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,Economy,4804
Air India,2019-06-06,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,Economy,6587
GoAir,2019-04-03,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,Economy,4106
Air India,2019-04-18,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,Economy,5510
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,19:00:00,560,2.0,No Info,Economy,15129
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,In-flight meal not included,Economy,13029
IndiGo,2019-06-15,Delhi,Cochin,07:15:00,12:30:00,315,1.0,No Info,Economy,6582
Multiple carriers,2019-06-27,Delhi,Cochin,17:45:00,01:30:00,465,1.0,In-flight meal not included,Economy,5797
Jet Airways,2019-06-12,Kolkata,Banglore,20:25:00,10:55:00,870,1.0,No Info,Economy,12692
SpiceJet,2019-03-27,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,Economy,3332
Air India,2019-06-09,Kolkata,Banglore,12:00:00,07:55:00,1195,2.0,No Info,Economy,10151
IndiGo,2019-04-06,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,Economy,5046
Air India,2019-06-15,Delhi,Cochin,06:10:00,23:00:00,1010,1.0,No Info,Economy,8907
Air India,2019-05-06,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,Economy,5228
IndiGo,2019-03-03,Delhi,Cochin,05:35:00,10:10:00,275,1.0,No Info,Economy,13753
Jet Airways,2019-03-09,Banglore,New Delhi,08:55:00,21:20:00,745,1.0,In-flight meal not included,Economy,11087
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,No Info,Economy,14781
IndiGo,2019-05-06,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No Info,Economy,5224
Jet Airways,2019-05-06,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,Economy,3702
IndiGo,2019-03-18,Mumbai,Hyderabad,19:05:00,20:30:00,85,0.0,No Info,Economy,2754
Air Asia,2019-05-24,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,Economy,3383
Air India,2019-04-15,Banglore,Delhi,13:20:00,16:10:00,170,0.0,No Info,Economy,5228
IndiGo,2019-05-27,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No Info,Economy,5054
Jet Airways,2019-03-18,Banglore,New Delhi,08:55:00,19:10:00,615,1.0,No Info,Economy,13555
Multiple carriers,2019-06-01,Delhi,Cochin,17:00:00,01:30:00,510,1.0,No Info,Economy,7408
IndiGo,2019-05-24,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,Economy,5224
IndiGo,2019-03-01,Banglore,New Delhi,12:10:00,17:05:00,295,1.0,No Info,Economy,9694
IndiGo,2019-03-21,Delhi,Cochin,17:10:00,01:35:00,505,1.0,No Info,Economy,7318
IndiGo,2019-05-21,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No Info,Economy,5054
Jet Airways,2019-05-01,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,Economy,4030
Jet Airways,2019-03-06,Banglore,New Delhi,08:00:00,18:25:00,625,1.0,No Info,Economy,16736
Air India,2019-03-18,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,Economy,2050
Air India,2019-03-12,Mumbai,Hyderabad,01:35:00,14:50:00,795,2.0,No Info,Economy,9977
IndiGo,2019-03-09,Delhi,Cochin,07:45:00,13:40:00,355,1.0,No Info,Economy,6755
Jet Airways,2019-05-15,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,Economy,3502
Air India,2019-06-24,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,Economy,6961
Jet Airways,2019-04-09,Banglore,Delhi,15:50:00,18:45:00,175,0.0,In-flight meal not included,Economy,4544
SpiceJet,2019-05-18,Kolkata,Banglore,14:55:00,17:25:00,150,0.0,No check-in baggage included,Economy,3841
Jet Airways,2019-03-06,Mumbai,Hyderabad,14:20:00,16:50:00,1590,2.0,No Info,Economy,24115
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,09:05:00,1555,1.0,No Info,Economy,9502
Air India,2019-04-01,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No Info,Economy,3100
SpiceJet,2019-04-15,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,Economy,4319
IndiGo,2019-05-01,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No Info,Economy,2227
SpiceJet,2019-03-24,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,Economy,5831
IndiGo,2019-06-09,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,Economy,4804
IndiGo,2019-06-06,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No Info,Economy,5458
Jet Airways,2019-06-09,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,Economy,7229
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,No Info,Economy,14571
SpiceJet,2019-06-09,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,Economy,3919
Multiple carriers,2019-03-09,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No Info,Economy,6916
Jet Airways,2019-03-27,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,Economy,6960
Jet Airways,2019-03-06,Banglore,New Delhi,09:45:00,14:25:00,280,1.0,No Info,Economy,16757
IndiGo,2019-03-06,Delhi,Cochin,16:00:00,01:35:00,575,1.0,No Info,Economy,14871
IndiGo,2019-06-12,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No Info,Economy,5054
Air India,2019-06-03,Delhi,Cochin,12:20:00,19:15:00,1855,2.0,No Info,Economy,12488
IndiGo,2019-04-15,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,Economy,4823
Air India,2019-03-09,Delhi,Cochin,05:55:00,19:15:00,2240,2.0,No Info,Economy,14483
Air India,2019-06-24,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,Economy,11989
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,No Info,Economy,16079
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,10:55:00,1520,1.0,No Info,Economy,13067
IndiGo,2019-06-12,Delhi,Cochin,05:05:00,16:10:00,665,1.0,No Info,Economy,6818
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,08:15:00,1430,1.0,No Info,Economy,13941
Multiple carriers,2019-06-24,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,Economy,12927
