airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,class,price
Jet Airways,2019-03-12,Banglore,New Delhi,05:45:00,11:25:00,340,1.0,No Info,Economy,13817
Jet Airways,2019-04-03,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,Economy,4544
Vistara,2019-03-03,Banglore,New Delhi,19:40:00,22:20:00,160,0.0,No Info,Economy,8553
IndiGo,2019-04-21,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,Economy,4423
Jet Airways,2019-05-09,Delhi,Cochin,02:15:00,19:00:00,1005,1.0,No Info,Economy,15554
IndiGo,2019-04-21,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,Economy,4804
Air India,2019-06-27,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,Economy,7480
Jet Airways,2019-06-09,Delhi,Cochin,21:35:00,12:35:00,900,2.0,No Info,Economy,13882
IndiGo,2019-03-12,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,Economy,4148
Jet Airways,2019-05-01,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No Info,Economy,15129
IndiGo,2019-05-21,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,Economy,5224
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,09:00:00,1280,1.0,In-flight meal not included,Economy,11087
Jet Airways,2019-06-15,Delhi,Cochin,11:30:00,19:00:00,450,1.0,No Info,Economy,14714
IndiGo,2019-05-27,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No Info,Economy,6600
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,18:10:00,1345,1.0,No Info,Economy,13759
Air India,2019-06-24,Delhi,Cochin,05:15:00,07:40:00,1585,3.0,No Info,Economy,10493
Jet Airways,2019-06-27,Delhi,Cochin,19:10:00,12:35:00,1045,2.0,In-flight meal not included,Economy,11150
IndiGo,2019-04-01,Kolkata,Banglore,09:20:00,14:15:00,295,1.0,No Info,Economy,10308
Air India,2019-03-03,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,Economy,13442
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,18:15:00,1400,1.0,No Info,Economy,12681
Air India,2019-06-15,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,Economy,6961
IndiGo,2019-05-18,Delhi,Cochin,08:35:00,22:30:00,835,1.0,No Info,Economy,7144
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,20:20:00,790,1.0,No Info,Economy,8610
IndiGo,2019-05-09,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,Economy,4332
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,21:05:00,1480,1.0,No Info,Economy,12121
Air India,2019-05-09,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,Economy,10441
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,No Info,Economy,14388
Jet Airways,2019-04-15,Delhi,Cochin,13:00:00,19:00:00,360,1.0,In-flight meal not included,Economy,6542
Vistara,2019-04-24,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No Info,Economy,6216
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,19:10:00,1570,1.0,In-flight meal not included,Economy,10539
Air India,2019-06-15,Delhi,Cochin,21:00:00,07:40:00,640,1.0,No Info,Economy,8372
Jet Airways,2019-05-21,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,No Info,Economy,14151
Air India,2019-03-24,Banglore,New Delhi,21:05:00,23:55:00,170,0.0,No Info,Economy,4441
Multiple carriers,2019-03-09,Delhi,Cochin,06:00:00,19:45:00,825,1.0,No Info,Economy,13941
Air India,2019-03-03,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,Economy,15113
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,12:00:00,1325,1.0,No Info,Economy,14231
Jet Airways,2019-05-27,Delhi,Cochin,05:30:00,19:00:00,810,2.0,In-flight meal not included,Economy,13029
Multiple carriers,2019-03-06,Delhi,Cochin,07:30:00,15:30:00,480,1.0,No Info,Economy,15147
IndiGo,2019-04-24,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No Info,Economy,4565
Jet Airways,2019-04-27,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No Info,Economy,7229
Jet Airways,2019-05-09,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,Economy,5678
Air India,2019-03-01,Banglore,New Delhi,22:00:00,23:20:00,1520,1.0,Change airports,Economy,14305
Jet Airways,2019-04-03,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,Economy,4544
IndiGo,2019-03-24,Banglore,New Delhi,13:00:00,15:50:00,170,0.0,No Info,Economy,5694
GoAir,2019-04-21,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,Economy,6591
SpiceJet,2019-05-09,Kolkata,Banglore,15:55:00,21:25:00,330,1.0,No Info,Economy,8224
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,16:20:00,1575,1.0,In-flight meal not included,Economy,10844
IndiGo,2019-05-15,Banglore,Delhi,00:30:00,03:25:00,175,0.0,No Info,Economy,3419
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,Economy,14714
Multiple carriers,2019-03-27,Delhi,Cochin,10:20:00,21:00:00,640,1.0,No Info,Economy,6637
GoAir,2019-04-06,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No Info,Economy,5135
Jet Airways,2019-05-09,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,In-flight meal not included,Economy,10703
Multiple carriers,2019-03-03,Delhi,Cochin,13:00:00,01:35:00,755,1.0,No Info,Economy,17493
Air India,2019-03-24,Kolkata,Banglore,05:55:00,23:15:00,2480,2.0,No Info,Economy,13990
Multiple carriers,2019-05-15,Delhi,Cochin,18:15:00,01:30:00,435,1.0,No Info,Economy,13727
Multiple carriers,2019-04-09,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,Economy,11142
Multiple carriers,2019-06-12,Delhi,Cochin,08:45:00,19:15:00,630,1.0,No Info,Economy,8266
Air India,2019-05-09,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No Info,Economy,8372
Multiple carriers,2019-03-27,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No Info,Economy,6883
Jet Airways,2019-03-01,Banglore,New Delhi,20:35:00,11:25:00,890,1.0,No Info,Economy,31825
Multiple carriers,2019-06-06,Delhi,Cochin,11:40:00,19:00:00,440,1.0,No Info,Economy,11789
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,In-flight meal not included,Economy,8586
Multiple carriers,2019-05-15,Delhi,Cochin,13:05:00,22:30:00,565,1.0,No Info,Economy,9646
Jet Airways,2019-05-18,Delhi,Cochin,10:00:00,19:00:00,540,1.0,In-flight meal not included,Economy,11399
Multiple carriers,2019-05-21,Delhi,Cochin,04:55:00,12:35:00,460,1.0,No Info,Economy,9103
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,In-flight meal not included,Economy,7064
Jet Airways,2019-03-06,Delhi,Cochin,11:30:00,18:50:00,440,1.0,No Info,Economy,17024
Jet Airways,2019-05-06,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,Economy,7229
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,No Info,Economy,15554
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,16:20:00,475,1.0,In-flight meal not included,Economy,10844
IndiGo,2019-05-12,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,Economy,4804
IndiGo,2019-06-06,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,Economy,2754
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,00:45:00,640,1.0,In-flight meal not included,Economy,13502
Multiple carriers,2019-05-27,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,Economy,13377
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,14:25:00,1080,1.0,In-flight meal not included,Economy,10703
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,13:15:00,450,1.0,In-flight meal not included,Economy,9134
Multiple carriers,2019-06-03,Delhi,Cochin,08:45:00,19:15:00,630,1.0,No Info,Economy,9001
Jet Airways,2019-05-12,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,Economy,5198
IndiGo,2019-03-24,Kolkata,Banglore,04:15:00,09:50:00,335,1.0,No Info,Economy,4150
Vistara,2019-05-06,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No Info,Economy,4668
IndiGo,2019-05-03,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,Economy,5755
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,22:55:00,355,1.0,No Info,Economy,8977
Jet Airways,2019-05-27,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,Economy,12898
IndiGo,2019-06-24,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,Economy,4804
Jet Airways,2019-06-12,Delhi,Cochin,13:00:00,19:00:00,360,1.0,No Info,Economy,14714
Air India,2019-05-03,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,Economy,5510
Air India,2019-06-01,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,Economy,9929
SpiceJet,2019-05-18,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,Economy,1965
Multiple carriers,2019-06-06,Delhi,Cochin,06:40:00,19:15:00,755,1.0,No Info,Economy,7354
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,20:45:00,400,1.0,In-flight meal not included,Economy,10844
Air India,2019-03-24,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No Info,Economy,2575
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,09:20:00,865,1.0,In-flight meal not included,Economy,9663
Air Asia,2019-06-24,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,Economy,3383
Air India,2019-03-15,Banglore,New Delhi,13:50:00,22:10:00,500,1.0,No Info,Economy,9166
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,08:15:00,1545,1.0,In-flight meal not included,Economy,8586
Air India,2019-05-27,Delhi,Cochin,12:00:00,19:15:00,435,2.0,No Info,Economy,9653
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,16:20:00,475,1.0,No Info,Economy,14781
Air India,2019-05-15,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,Economy,8372
Vistara,2019-04-18,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No Info,Economy,5613
Vistara,2019-06-01,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,Economy,4878
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,09:20:00,1495,1.0,In-flight meal not included,Economy,9663
Air Asia,2019-06-09,Delhi,Cochin,07:55:00,15:45:00,470,1.0,No Info,Economy,8759
Multiple carriers,2019-03-06,Delhi,Cochin,07:05:00,13:20:00,375,1.0,No Info,Economy,17267
SpiceJet,2019-04-01,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,Economy,3971
Air Asia,2019-06-18,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,Economy,3383
IndiGo,2019-05-27,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,Economy,4804
Jet Airways,2019-05-21,Delhi,Cochin,19:30:00,04:25:00,535,2.0,No Info,Economy,15129
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,No Info,Economy,13584
IndiGo,2019-04-06,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,Economy,4174
Air India,2019-05-24,Kolkata,Banglore,17:30:00,20:25:00,1615,1.0,No Info,Economy,10623
Air India,2019-05-27,Delhi,Cochin,07:10:00,07:40:00,1470,2.0,No Info,Economy,14588
Jet Airways,2019-03-21,Banglore,New Delhi,14:05:00,21:20:00,435,1.0,In-flight meal not included,Economy,7832
Air India,2019-03-06,Banglore,New Delhi,11:50:00,08:55:00,1265,1.0,No Info,Economy,14594
SpiceJet,2019-03-01,Mumbai,Hyderabad,22:45:00,00:10:00,85,0.0,No Info,Economy,11005
Air India,2019-06-27,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,Economy,10441
Jet Airways,2019-05-21,Delhi,Cochin,07:05:00,12:35:00,330,1.0,In-flight meal not included,Economy,12898
Multiple carriers,2019-06-06,Delhi,Cochin,17:50:00,01:30:00,460,2.0,No Info,Economy,18275
Jet Airways,2019-06-09,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,In-flight meal not included,Economy,10577
Jet Airways,2019-06-01,Delhi,Cochin,20:55:00,12:35:00,940,1.0,In-flight meal not included,Economy,10262
Jet Airways,2019-03-27,Delhi,Cochin,05:40:00,04:25:00,1365,2.0,No Info,Economy,12074
IndiGo,2019-05-01,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,Economy,4591
IndiGo,2019-05-27,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,Economy,5277
Air India,2019-03-03,Banglore,New Delhi,10:30:00,22:55:00,745,1.0,No Info,Economy,11003
SpiceJet,2019-05-06,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,Economy,3597
Air India,2019-06-27,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,Economy,9653
IndiGo,2019-03-21,Delhi,Cochin,09:10:00,21:00:00,710,1.0,No Info,Economy,8285
Jet Airways,2019-06-24,Delhi,Cochin,17:35:00,19:00:00,1525,2.0,No Info,Economy,13922
Jet Airways,2019-04-03,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,Economy,4160
Jet Airways,2019-06-09,Delhi,Cochin,07:05:00,04:25:00,1280,1.0,In-flight meal not included,Economy,10262
Jet Airways,2019-06-03,Delhi,Cochin,15:00:00,19:00:00,1680,1.0,No Info,Economy,14714
GoAir,2019-05-15,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No Info,Economy,6945
Air India,2019-05-21,Kolkata,Banglore,09:25:00,05:25:00,1200,2.0,No Info,Economy,14687
Vistara,2019-03-06,Mumbai,Hyderabad,08:45:00,09:25:00,1480,1.0,No Info,Economy,12395
IndiGo,2019-03-24,Banglore,New Delhi,18:55:00,21:45:00,170,0.0,No Info,Economy,7303
Multiple carriers,2019-03-21,Delhi,Cochin,06:00:00,15:30:00,570,1.0,No Info,Premium economy,11269
IndiGo,2019-06-03,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No Info,Economy,2227
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,No Info,Economy,14151
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,09:20:00,1495,1.0,No Info,Economy,14388
IndiGo,2019-06-01,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No Info,Economy,4049
Air India,2019-05-15,Delhi,Cochin,18:45:00,19:15:00,1470,2.0,No Info,Economy,13307
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,20:25:00,630,1.0,No Info,Economy,12312
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,22:55:00,355,1.0,No Info,Economy,9187
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,Economy,13292
IndiGo,2019-06-06,Delhi,Cochin,08:30:00,21:00:00,750,1.0,No Info,Economy,6416
Jet Airways,2019-05-06,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,Economy,5198
IndiGo,2019-03-24,Kolkata,Banglore,08:15:00,13:00:00,285,1.0,No Info,Economy,6303
Jet Airways,2019-05-06,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,In-flight meal not included,Economy,7757
IndiGo,2019-03-09,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,Economy,12351
Air Asia,2019-06-21,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,Economy,3383
SpiceJet,2019-03-27,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,Economy,3847
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,16:10:00,550,1.0,No Info,Economy,26890
SpiceJet,2019-06-06,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,Economy,3873
Jet Airways,2019-05-18,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,Economy,7229
Multiple carriers,2019-06-01,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,Economy,13377
Air India,2019-06-24,Delhi,Cochin,03:50:00,19:15:00,925,1.0,No Info,Economy,8669
IndiGo,2019-03-21,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,Economy,8784
Multiple carriers,2019-06-27,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,Economy,13377
Jet Airways,2019-06-01,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No Info,Economy,13014
Air India,2019-05-09,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No Info,Economy,13033
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,09:05:00,765,1.0,No Info,Economy,8452
Jet Airways,2019-05-21,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,Economy,12898
Multiple carriers,2019-05-15,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No Info,Economy,14533
Jet Airways,2019-06-09,Delhi,Cochin,08:00:00,04:25:00,1225,1.0,In-flight meal not included,Economy,10262
Air India,2019-05-09,Delhi,Cochin,05:55:00,19:15:00,800,2.0,No Info,Economy,10861
Air India,2019-06-12,Kolkata,Banglore,10:00:00,16:15:00,375,1.0,No Info,Economy,11936
Jet Airways,2019-05-15,Kolkata,Banglore,20:25:00,23:35:00,1630,1.0,No Info,Economy,14151
Jet Airways,2019-06-24,Delhi,Cochin,13:00:00,19:00:00,360,1.0,In-flight meal not included,Economy,10262
IndiGo,2019-05-15,Delhi,Cochin,11:25:00,21:00:00,575,1.0,No Info,Economy,6979
IndiGo,2019-03-21,Delhi,Cochin,17:10:00,01:35:00,505,1.0,No Info,Economy,7318
Jet Airways,2019-05-27,Delhi,Cochin,11:00:00,14:15:00,195,0.0,No Info,Economy,9564
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,In-flight meal not included,Economy,9314
IndiGo,2019-06-24,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,Economy,6316
Multiple carriers,2019-06-15,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,Economy,12192
GoAir,2019-03-27,Delhi,Cochin,07:00:00,12:50:00,350,1.0,No Info,Economy,5281
IndiGo,2019-06-01,Delhi,Cochin,07:35:00,22:30:00,895,1.0,No Info,Economy,6442
Jet Airways,2019-06-12,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,Economy,5769
Air India,2019-06-06,Kolkata,Banglore,16:50:00,11:10:00,1100,1.0,No Info,Economy,8366
IndiGo,2019-06-12,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,Economy,4804
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,In-flight meal not included,Economy,10844
Air India,2019-03-09,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,Economy,5831
IndiGo,2019-04-27,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No Info,Economy,4591
IndiGo,2019-06-18,Mumbai,Hyderabad,09:15:00,10:45:00,90,0.0,No Info,Economy,4049
Multiple carriers,2019-05-27,Delhi,Cochin,11:30:00,21:00:00,570,1.0,In-flight meal not included,Economy,6943
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,09:15:00,1160,1.0,No Info,Economy,14231
Air India,2019-03-27,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,Economy,3145
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,No Info,Economy,14781
IndiGo,2019-04-27,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,Economy,4823
Vistara,2019-05-18,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,Economy,11982
IndiGo,2019-03-21,Mumbai,Hyderabad,09:10:00,10:35:00,85,0.0,No Info,Economy,4049
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,Economy,9555
Jet Airways,2019-06-03,Delhi,Cochin,16:00:00,12:35:00,1235,1.0,No Info,Economy,14714
Air India,2019-05-06,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No Info,Economy,14083
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,23:35:00,395,1.0,No Info,Economy,14151
SpiceJet,2019-04-15,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,Economy,4423
IndiGo,2019-03-09,Delhi,Cochin,04:45:00,12:55:00,490,1.0,No Info,Economy,16162
Jet Airways,2019-05-09,Delhi,Cochin,21:50:00,12:35:00,885,1.0,In-flight meal not included,Economy,12373
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,14:25:00,1285,1.0,No Info,Economy,11467
IndiGo,2019-03-21,Delhi,Cochin,04:45:00,21:00:00,975,1.0,No Info,Economy,6314
Jet Airways,2019-06-01,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,Economy,8016
SpiceJet,2019-04-09,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,Economy,3841
Air India,2019-05-18,Kolkata,Banglore,16:45:00,12:30:00,1185,2.0,No Info,Economy,15170
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,In-flight meal not included,Economy,12384
Jet Airways,2019-04-01,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,No Info,Economy,13364
SpiceJet,2019-03-15,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No check-in baggage included,Economy,3815
GoAir,2019-04-01,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No Info,Economy,5281
Jet Airways,2019-03-15,Banglore,New Delhi,05:50:00,12:20:00,390,1.0,No Info,Economy,9623
Vistara,2019-03-24,Banglore,New Delhi,07:00:00,09:40:00,160,0.0,No Info,Economy,4878
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,Economy,13014
Air India,2019-05-21,Delhi,Cochin,17:15:00,07:40:00,865,2.0,No Info,Economy,13039
Air India,2019-06-06,Delhi,Cochin,21:00:00,07:40:00,640,1.0,No Info,Economy,8372
SpiceJet,2019-06-01,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,Economy,3873
Jet Airways,2019-04-21,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,Economy,4544
Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,18:50:00,820,2.0,In-flight meal not included,Economy,8518
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,09:20:00,1010,1.0,In-flight meal not included,Economy,9663
IndiGo,2019-04-12,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,Economy,4990
IndiGo,2019-05-27,Delhi,Cochin,15:10:00,20:00:00,290,1.0,No Info,Economy,5912
Vistara,2019-05-18,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No Info,Economy,4668
Jet Airways,2019-05-06,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,Economy,3702
IndiGo,2019-03-21,Mumbai,Hyderabad,02:30:00,04:00:00,90,0.0,No Info,Economy,3603
Air Asia,2019-06-12,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No Info,Economy,5192
Jet Airways,2019-04-03,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,Economy,7229
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,19:50:00,1430,1.0,In-flight meal not included,Economy,7064
SpiceJet,2019-05-06,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,Economy,3971
IndiGo,2019-06-18,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,Economy,4804
Jet Airways,2019-03-06,Banglore,New Delhi,21:25:00,10:25:00,780,1.0,No Info,Economy,17261
Multiple carriers,2019-03-06,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No Info,Economy,15353
Multiple carriers,2019-06-09,Delhi,Cochin,03:50:00,11:30:00,460,1.0,No Info,Economy,7408
Multiple carriers,2019-05-09,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,Economy,10197
Multiple carriers,2019-05-18,Delhi,Cochin,09:15:00,19:15:00,600,1.0,No Info,Economy,8309
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,08:15:00,735,1.0,In-flight meal not included,Economy,7757
SpiceJet,2019-03-06,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No Info,Economy,7298
IndiGo,2019-05-09,Delhi,Cochin,23:30:00,04:35:00,305,1.0,No Info,Economy,8177
Jet Airways,2019-05-18,Kolkata,Banglore,11:50:00,17:35:00,345,1.0,No Info,Economy,8781
Air India,2019-03-15,Banglore,New Delhi,08:15:00,08:50:00,1475,1.0,No Info,Economy,5521
Multiple carriers,2019-06-27,Delhi,Cochin,06:00:00,12:35:00,395,1.0,In-flight meal not included,Economy,10791
Jet Airways,2019-06-27,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No Info,Economy,13014
Multiple carriers,2019-06-15,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No Info,Economy,13377
Jet Airways,2019-05-18,Delhi,Cochin,07:05:00,04:25:00,1280,1.0,In-flight meal not included,Economy,12373
SpiceJet,2019-03-21,Delhi,Cochin,16:35:00,22:50:00,375,1.0,No Info,Economy,4957
IndiGo,2019-06-27,Delhi,Cochin,16:10:00,22:30:00,380,1.0,No Info,Economy,6412
Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,18:50:00,995,1.0,No Info,Economy,12242
Jet Airways,2019-05-18,Kolkata,Banglore,17:00:00,21:05:00,1685,1.0,No Info,Economy,14151
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,21:05:00,1480,1.0,In-flight meal not included,Economy,10703
Multiple carriers,2019-04-09,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,Economy,13017
Jet Airways,2019-05-24,Delhi,Cochin,19:10:00,19:00:00,1430,2.0,No Info,Economy,15129
Air India,2019-03-15,Banglore,New Delhi,05:50:00,16:20:00,630,2.0,No Info,Economy,7664
IndiGo,2019-05-21,Delhi,Cochin,18:35:00,01:30:00,415,1.0,No Info,Economy,7006
Jet Airways,2019-05-06,Kolkata,Banglore,18:55:00,08:15:00,800,1.0,In-flight meal not included,Economy,7757
Jet Airways,2019-06-18,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No Info,Economy,8016
Air India,2019-04-12,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,Economy,5911
IndiGo,2019-03-03,Delhi,Cochin,11:55:00,22:20:00,625,1.0,No Info,Economy,11600
Air India,2019-03-06,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No Info,Economy,7931
Jet Airways,2019-03-03,Delhi,Cochin,11:30:00,18:50:00,440,1.0,No Info,Economy,18550
Air India,2019-03-03,Delhi,Cochin,21:30:00,19:15:00,1305,2.0,No Info,Economy,12497
Air India,2019-05-18,Kolkata,Banglore,05:50:00,12:30:00,1840,2.0,No Info,Economy,12723
Jet Airways,2019-04-24,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No Info,Economy,7229
Jet Airways,2019-06-27,Delhi,Cochin,09:25:00,04:25:00,1140,2.0,No Info,Economy,13882
IndiGo,2019-05-06,Kolkata,Banglore,18:05:00,23:30:00,325,1.0,No Info,Economy,6218
